Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Eritrea,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Eritrean nakfa Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.253,48.467,54.839,61.41,67.728,70.261,76.912,83.37,100,114.625,133.97,164.34,205.606,231.319,266.156,291.197,355.75,476.177,525.209,556.126,582.561,617.151,679.071,872.494,823.838,714.218,611.366,442.629,442.629,451.481,460.511,469.721,479.116,2018
Eritrea,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.787,13.147,11.983,10.288,3.739,9.467,8.397,19.947,14.625,16.877,22.669,25.111,12.506,15.06,9.409,22.168,33.852,10.297,5.887,4.753,5.938,10.033,28.483,-5.577,-13.306,-14.401,-27.6,0,2,2,2,2,2018
Eritrea,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000 Primary domestic currency: Eritrean nakfa Data last updated: 09/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.983,48.654,52.2,58.622,60.679,65.373,71.27,78.843,100,107.749,133.412,161.225,189.251,224.261,243.889,280.193,382.494,455.034,476.394,513.114,547.016,601.36,609.428,919.208,716.621,586.458,414.755,414.303,414.303,422.589,431.041,439.662,448.455,2018
Eritrea,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.619,7.289,12.302,3.509,7.736,9.02,10.625,26.835,7.749,23.818,20.848,17.383,18.499,8.752,14.886,36.511,18.965,4.694,7.708,6.607,9.935,1.342,50.831,-22.039,-18.163,-29.278,-0.109,0,2,2,2,2,2018
Eritrea,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Eritrean nakfa Data last updated: 09/2019",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.116,0.16,-0.023,-0.06,0.04,-0.167,-0.205,-0.115,-0.144,--,-0.016,-0.007,0.004,-0.043,-0.08,-0.07,-0.147,-0.165,0.277,0.292,0.044,0.451,0.418,0.339,0.456,0.333,0.238,0.29,0.189,0.193,0.142,0.085,2018
Eritrea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.936,36.995,-4.687,-10.321,6.815,-26.641,-33.315,-21.079,-24.775,-0.07,-2.348,-0.869,0.432,-4.631,-7.842,-7.586,-11.311,-10.351,13.396,12.941,2.256,17.321,20.834,15.312,23.759,16.618,11.265,13.224,8.123,7.6,5.238,2.928,2018
Eswatini,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.559,0.57,0.586,0.598,0.638,0.724,0.785,0.812,0.966,1,1.065,1.121,1.217,1.388,1.561,1.777,1.885,2.061,2.189,2.274,2.446,2.607,2.795,2.909,2.943,3.041,3.071,3.14,3.402,3.706,3.78,3.9,4.162,4.358,4.584,4.802,5.101,5.15,5.168,5.341,5.52,5.692,5.96,6.254,6.558,2017
Eswatini,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2002, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. December=100 Primary domestic currency: Swaziland lilangeni Data last updated: 09/2019",10.66,12.798,14.182,15.822,17.869,21.526,24.483,27.758,33.419,35.941,40.647,44.278,47.625,53.351,60.697,68.156,72.535,77.703,84.005,89.12,100,105.942,118.676,127.328,131.714,138.166,145.351,157.089,176.973,190.154,198.729,210.866,229.717,242.629,256.411,269.109,290.227,308.283,323.158,332.069,345.499,362.261,385.646,412.458,441.523,2018
Eswatini,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",18.2,20.056,10.807,11.568,12.94,20.463,13.737,13.377,20.395,7.546,13.092,8.934,7.558,12.023,13.769,12.289,6.425,7.125,8.11,6.089,12.209,5.942,12.02,7.29,3.445,4.898,5.2,8.076,12.657,7.448,4.509,6.107,8.94,5.621,5.68,4.952,7.847,6.221,4.825,2.757,4.044,4.852,6.455,6.952,7.047,2018
Eswatini,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2002, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Historical data are updated on a continual basis as more information becomes available. Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2000. December=100 Primary domestic currency: Swaziland lilangeni Data last updated: 09/2019",11.828,13.532,15.094,16.697,19.811,23.419,25.502,29.647,34.939,37.958,42.128,46.154,50.108,56.722,64.558,71.1,75.198,80.877,87.203,91.661,100,110.784,123.508,129.26,133.429,143.57,150.459,165.217,186.537,194.933,203.705,219.519,237.663,248.164,263.475,276.412,300.41,314.547,331.064,338.717,353.736,372.13,400.04,426.043,457.996,2018
Eswatini,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,14.41,11.538,10.626,18.65,18.211,8.895,16.253,17.849,8.642,10.985,9.556,8.567,13.199,13.815,10.134,5.763,7.553,7.822,5.111,9.098,10.784,11.486,4.657,3.226,7.6,4.799,9.808,12.904,4.501,4.5,7.763,8.265,4.419,6.169,4.91,8.682,4.706,5.251,2.311,4.434,5.2,7.5,6.5,7.5,2018
Eswatini,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Swaziland lilangeni Data last updated: 09/2019",-0.13,-0.081,-0.114,-0.107,-0.077,-0.038,0.011,0.066,0.095,0.077,0.051,0.047,-0.041,-0.064,0.002,-0.03,-0.052,-0.003,-0.093,-0.033,-0.046,0.009,0.033,0.089,0.071,-0.103,-0.197,-0.065,-0.231,-0.416,-0.388,-0.282,0.246,0.499,0.512,0.527,0.3,0.309,0.094,0.117,0.239,0.234,0.209,0.205,0.237,2018
Eswatini,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-17.191,-10.182,-15.946,-14.567,-12.334,-7.726,1.695,7.892,9.644,7.66,4.103,3.674,-2.847,-4.255,0.114,-1.538,-2.842,-0.14,-5.192,-1.868,-2.639,0.584,2.319,4.068,2.574,-3.23,-5.974,-1.889,-7.02,-11.572,-8.748,-5.84,5.026,10.84,11.571,12.922,7.823,6.95,1.994,2.523,5,4.762,4.07,3.822,4.215,2017
Ethiopia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1.421,1.332,1.308,1.297,1.211,1.552,1.44,1.32,1.313,1.336,1.331,1.535,1.738,1.921,1.93,2.131,2.077,2.057,2.042,2.034,2.034,1.892,1.794,1.985,2.044,2.162,2.326,2.646,3.369,4.103,4.192,4.919,6.443,6.683,7.28,7.985,8.689,9.076,10.028,10.987,12.216,13.233,14.166,15.063,16.019,2018
Ethiopia,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018 Notes: For WEO purposes, calendar year Harmonized prices: No Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Ethiopian birr Data last updated: 09/2019",5.246,5.348,5.764,5.969,5.95,7.044,7.435,6.755,6.904,7.569,7.964,9.625,11.649,12.812,12.962,14.693,14.828,13.876,14.375,15.517,15.62,14.333,14.57,17.158,17.711,19.775,22.456,26.328,38.011,41.234,44.588,59.405,73.741,79.693,85.594,93.784,100,110.687,125.999,144.398,162.701,177.812,192.037,207.4,223.992,2018
Ethiopia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.437,1.937,7.774,3.569,-0.334,18.403,5.55,-9.146,2.206,9.633,5.206,20.869,21.019,9.99,1.166,13.354,0.919,-6.42,3.6,7.941,0.662,-8.238,1.654,17.762,3.221,11.656,13.558,17.245,44.371,8.479,8.134,33.232,24.132,8.071,7.404,9.569,6.628,10.687,13.833,14.603,12.675,9.287,8,8,8,2018
Ethiopia,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2018 Notes: For WEO purposes, calendar year Harmonized prices: No Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Ethiopian birr Data last updated: 09/2019",5.019,5.291,5.568,5.558,6.061,7.302,6.439,6.139,6.56,7.285,7.65,11.092,11.32,11.853,12.599,14.469,13.167,13.509,13.82,14.799,14.188,13.578,15.48,16.444,17.736,19.921,23.61,27.959,38.932,41.711,47.786,64.95,74.693,80.408,86.128,94.204,100,116.504,128.831,147.512,162.262,175.244,189.265,204.408,220.762,2018
Ethiopia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,5.43,5.23,-0.18,9.05,20.47,-11.82,-4.66,6.87,11.05,5.005,44.996,2.053,4.714,6.293,14.835,-8.999,2.6,2.3,7.084,-4.123,-4.3,14.002,6.233,7.852,12.32,18.519,18.424,39.245,7.138,14.564,35.919,15,7.652,7.114,9.377,6.152,16.504,10.581,14.5,10,8,8.001,8.001,8.001,2018
Ethiopia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2017/18 Notes: Data refer to fiscal years (July/June). Data for 2012 represent fiscal year 2011/2012. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Ethiopian birr Data last updated: 09/2019",-0.226,-0.25,-0.195,-0.17,-0.13,0.106,-0.327,-0.217,-0.228,-0.144,-0.294,0.103,-0.12,-0.05,0.125,0.039,0.08,-0.04,-0.333,-0.465,0.013,-0.373,-0.137,-0.136,-0.668,-1.568,-1.786,-0.828,-1.806,-2.191,-0.425,-0.783,-2.985,-2.82,-3.576,-7.401,-6.66,-6.539,-5.253,-5.512,-5.501,-5.383,-5.381,-5.48,-5.69,2018
Ethiopia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.062,-3.293,-2.445,-1.917,-1.553,1.084,-3.211,-1.991,-2.016,-1.216,-2.332,0.74,-0.816,-0.547,1.542,0.467,0.902,-0.452,-4.118,-5.869,0.163,-4.541,-1.741,-1.582,-6.585,-12.635,-11.686,-4.203,-6.728,-6.748,-1.422,-2.45,-7.071,-6.059,-6.602,-11.733,-9.395,-8.633,-6.542,-6.046,-5.31,-4.694,-4.296,-4.048,-3.892,2018
Gabon,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",141.736,156.429,160.398,168.013,170.467,169.101,170.824,129.381,131.955,128.769,143.243,122.797,120.313,116.93,167.784,166.535,185.721,184.301,149.834,176.067,220.587,202.332,200.012,196.992,205.844,244.997,257.983,265.292,297.987,250.046,288.248,318.156,302.984,279.746,272.011,245.176,232.302,236.657,247.587,247.47,243.86,240.793,237.729,235.461,235.321,2018
Gabon,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Macroeconomics Department Latest actual data: 2018. These data are even provided monthly for 2010 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000 Primary domestic currency: CFA franc Data last updated: 08/2019,41.899,45.503,53.101,58.624,62.083,66.615,70.878,70.169,63.293,67.662,78.061,70.387,63.67,64.01,87.128,95.533,96.192,100.014,101.463,99.499,100,102.136,102.304,104.457,104.884,106.112,104.62,103.552,109.002,111.057,112.664,114.086,117.147,117.71,123.021,122.845,125.408,128.734,134.884,138.931,143.099,147.392,151.076,154.853,158.725,2018
Gabon,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.321,8.6,16.7,10.4,5.9,7.3,6.4,-1,-9.8,6.903,15.369,-9.83,-9.543,0.534,36.116,9.647,0.69,3.973,1.449,-1.935,0.504,2.136,0.164,2.105,0.408,1.171,-1.406,-1.021,5.263,1.885,1.447,1.262,2.683,0.48,4.512,-0.143,2.086,2.652,4.777,3,3,3,2.5,2.5,2.5,2018
Gabon,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Macroeconomics Department Latest actual data: 2018. These data are even provided monthly for 2010 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000 Primary domestic currency: CFA franc Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.341,78.845,65.666,62.69,63.516,93.337,96.557,97.351,99.411,99.955,99.006,100.783,101.725,102.154,105.751,105.237,106.41,105.694,105.488,111.37,112.334,113.106,115.709,118.216,122.073,124.194,122.765,127.762,129.112,137.185,141.301,145.54,149.906,153.654,157.495,161.433,2018
Gabon,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.369,-16.715,-4.532,1.317,46.95,3.451,0.822,2.115,0.548,-0.949,1.795,0.935,0.421,3.521,-0.486,1.115,-0.673,-0.195,5.576,0.866,0.687,2.302,2.167,3.263,1.738,-1.151,4.071,1.057,6.253,3,3,3,2.5,2.5,2.5,2018
Gabon,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: CFA franc Data last updated: 08/2019",1.246,0.641,0.513,0.451,0.635,0.374,-0.948,-0.266,-0.602,-0.177,0.15,0.091,-0.226,-0.058,0.336,0.465,0.889,0.531,-0.621,0.39,1.001,0.517,0.338,0.766,0.924,1.983,1.796,1.701,3.368,0.539,2.144,4.371,3.074,1.282,1.376,-0.801,-1.389,-0.652,-0.406,0.022,0.167,0.319,0.717,0.869,0.901,2018
Gabon,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",27.326,15.581,13.324,12.222,17.905,10.001,-19.385,-7.197,-14.756,-3.977,2.367,1.581,-3.791,-1.006,7.522,8.797,14.655,9.367,-12.999,7.862,18.549,10.3,6.34,11.764,11.903,20.944,17.669,13.653,21.633,4.422,14.904,24.005,17.89,7.288,7.557,-5.571,-9.908,-4.371,-2.405,0.129,0.95,1.716,3.646,4.157,4.016,2018
The Gambia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1.409,1.56,1.333,1.312,1.397,1.654,2.198,2.858,2.987,3.272,3.636,4.026,4.25,4.388,4.629,4.569,4.672,4.884,4.86,4.948,5.015,5.652,6.46,8.078,8.828,8.913,8.764,8.912,8.958,9.291,9.703,9.939,10.127,10.543,10.89,11.826,12.62,12.873,13.22,13.829,14.369,14.825,15.209,15.565,15.926,2018
The Gambia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1990 Primary domestic currency: Gambian dalasi Data last updated: 09/2019,20.415,22.031,23.846,26.384,32.217,38.119,59.677,73.827,82.354,89.152,100,108.642,118.946,126.637,128.803,137.795,139.31,143.184,144.78,150.291,151.57,158.379,172.015,201.312,230.074,241.484,246.448,259.682,271.24,283.593,297.913,312.201,326.703,343.827,365.358,390.233,418.425,452.106,481.586,514.949,548.496,580.057,610.502,640.928,672.871,2018
The Gambia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5.019,7.92,8.235,10.645,22.106,18.32,56.556,23.712,11.549,8.255,12.168,8.642,9.484,6.466,1.71,6.981,1.099,2.781,1.114,3.807,0.851,4.492,8.61,17.032,14.287,4.959,2.056,5.37,4.451,4.554,5.049,4.796,4.645,5.241,6.262,6.808,7.225,8.049,6.521,6.928,6.515,5.754,5.249,4.984,4.984,2018
The Gambia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1990 Primary domestic currency: Gambian dalasi Data last updated: 09/2019,20.685,21.538,24.28,28.016,34.93,43.822,66.741,76.964,86.521,93.783,103.619,115.59,120.498,126.677,133.065,138.44,141.559,141.996,148.782,151.385,151.693,163.932,185.252,217.789,235.407,246.814,247.859,262.78,280.741,288.371,305.063,318.432,334.059,352.684,377.193,402.34,434.025,464.169,493.925,528.671,560.363,591.258,620.725,651.661,684.139,2018
The Gambia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,4.126,12.731,15.385,24.681,25.455,52.301,15.317,12.418,8.394,10.487,11.553,4.246,5.128,5.043,4.039,2.253,0.309,4.779,1.749,0.203,8.069,13.005,17.564,8.09,4.846,0.423,6.02,6.835,2.718,5.789,4.382,4.908,5.575,6.95,6.667,7.875,6.945,6.411,7.035,5.995,5.513,4.984,4.984,4.984,2018
The Gambia,Current account balance,U.S. dollars,Billions,"Source: Central Bank and IMF Staff Latest actual data: 2018 BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Gambian dalasi Data last updated: 09/2019",-0.117,-0.035,-0.006,-0.004,-0.013,-0.006,-0.001,-0.004,0.01,0.005,-0.008,--,--,-0.017,-0.01,-0.016,-0.053,-0.005,-0.01,-0.012,-0.035,-0.033,-0.033,-0.039,-0.026,-0.065,-0.045,-0.066,-0.118,-0.113,-0.155,-0.105,-0.063,-0.093,-0.09,-0.134,-0.136,-0.111,-0.158,-0.166,-0.252,-0.261,-0.275,-0.28,-0.282,2018
The Gambia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-19.388,-5.978,-1.162,-0.649,-3.368,-1.297,-0.383,-0.839,1.636,0.844,-1.075,-0.064,-0.046,-1.881,-1.129,-1.742,-5.548,-0.493,-0.999,-1.18,-3.435,-3.297,-3.683,-4.626,-2.72,-6.283,-4.296,-5.18,-7.563,-7.783,-10.049,-7.437,-4.478,-6.738,-7.339,-9.888,-9.241,-7.394,-9.745,-9.386,-13.075,-12.661,-12.456,-11.944,-11.352,2018
Ghana,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,0.002,0.003,0.004,0.005,0.008,0.01,0.013,0.016,0.021,0.024,0.027,0.03,0.038,0.054,0.073,0.086,0.1,0.112,0.14,0.184,0.223,0.28,0.311,0.346,0.377,0.424,0.488,0.553,0.637,0.699,0.788,0.874,1.048,1.179,1.344,1.456,1.567,1.658,1.767,1.894,2.015,2.138,2.26,2018
Ghana,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2012 Primary domestic currency: Ghanaian cedi Data last updated: 08/2019,0.057,0.123,0.151,0.335,0.469,0.518,0.645,0.901,1.184,1.483,2.035,2.403,2.644,3.304,4.126,6.573,9.497,11.855,14.132,15.895,19.886,26.435,30.36,38.443,43.312,49.85,55.674,61.647,71.822,81.259,86.702,93.357,99.959,111.621,128.907,151.019,177.378,199.323,218.931,239.202,261.118,284.097,307.961,332.906,359.538,2018
Ghana,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",50.005,116.504,22.485,122.245,40.03,10.301,24.539,39.758,31.369,25.237,37.241,18.097,10.049,24.942,24.874,59.317,44.487,24.825,19.208,12.471,25.113,32.932,14.846,26.626,12.666,15.095,11.683,10.729,16.505,13.139,6.698,7.676,7.072,11.666,15.486,17.153,17.455,12.372,9.837,9.259,9.162,8.8,8.4,8.1,8,2018
Ghana,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 2012 Primary domestic currency: Ghanaian cedi Data last updated: 08/2019,0.076,0.153,0.178,0.432,0.458,0.547,0.73,0.979,1.239,1.616,2.197,2.422,2.745,3.504,4.702,8.032,10.13,12.373,14.322,16.297,22.904,27.78,31.994,39.533,44.189,50.745,56.288,63.464,74.973,82.064,87.701,95.042,102.764,116.632,136.445,160.584,185.253,207.152,226.676,247.813,270.116,293.346,317.4,342.792,370.216,2018
Ghana,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,100.222,16.787,142.418,5.988,19.499,33.335,34.164,26.571,30.458,35.902,10.261,13.33,27.656,34.179,70.817,26.123,22.141,15.752,13.791,40.54,21.288,15.171,23.563,11.777,14.838,10.923,12.748,18.133,9.459,6.868,8.372,8.124,13.495,16.987,17.692,15.362,11.821,9.425,9.325,9,8.6,8.2,8,8,2018
Ghana,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2018 Notes: Data prior to 2005 excludes exceptional financing. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5). Migration not complete Primary domestic currency: Ghanaian cedi Data last updated: 08/2019",-0.054,-0.508,-0.19,-0.227,-0.203,-0.256,-0.185,-0.205,-0.179,-0.202,-0.292,-0.377,-0.524,-0.708,-0.41,-0.32,-0.306,-1.002,-0.598,-0.947,-0.483,-0.374,-0.076,0.014,-0.685,-1.219,-1.678,-2.158,-3.4,-1.397,-2.77,-3.545,-4.914,-5.704,-3.698,-2.836,-2.86,-2.003,-2.044,-2.393,-2.67,-2.846,-2.163,-1.871,-1.815,2018
Ghana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.141,-0.822,-0.263,-0.469,-1.171,-1.666,-1.298,-1.72,-1.41,-1.567,-1.96,-2.261,-3.181,-5.288,-3.335,-2.197,-1.982,-6.346,-3.489,-5.334,-4.212,-3.061,-0.535,0.082,-3.382,-4.97,-5.83,-6.357,-8.852,-4.08,-6.435,-6.609,-8.696,-9.014,-6.955,-5.835,-5.202,-3.396,-3.12,-3.567,-3.827,-3.813,-2.726,-2.21,-2.006,2018
Guinea,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",65.148,64.658,78.96,98.262,118.784,137.019,227.88,283.001,332.553,391.418,442.491,539.137,665.327,654.28,649.559,673.616,663.347,663.115,685.732,700.534,708.529,703.816,705.274,812.857,920.827,"1,266.08","1,586.29","1,760.13","2,014.81","2,043.59","2,361.53","2,518.39","2,665.00","2,825.60","2,850.67","2,901.26","3,034.03","3,288.01","3,532.39","3,775.42","4,003.45","4,240.92","4,487.40","4,742.65","5,011.62",2018
Guinea,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 1991. December 1991=100 Primary domestic currency: Guinean franc Data last updated: 08/2019,5.001,6.751,8.77,11.424,14.396,17.136,28.224,38.636,49.18,63.076,79.283,94.888,110.6,118.492,123.492,130.35,134.242,136.842,143.825,150.375,160.55,169.183,174.192,193.416,227.192,298.435,401.999,493.898,584.611,611.979,706.627,857.5,988.071,"1,105.53","1,212.90","1,311.76","1,418.98","1,545.48","1,697.33","1,848.40","2,001.81","2,161.96","2,332.75","2,514.71","2,710.86",2018
Guinea,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",39.985,35,29.915,30.263,26.01,19.038,64.7,36.89,27.291,28.256,25.694,19.682,16.559,7.135,4.22,5.554,2.986,1.937,5.103,4.554,6.766,5.377,2.96,11.036,17.463,31.358,34.702,22.861,18.367,4.682,15.466,21.351,15.227,11.887,9.712,8.151,8.174,8.914,9.826,8.9,8.3,8,7.9,7.8,7.8,2018
Guinea,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2018 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 1991. December 1991=100 Primary domestic currency: Guinean franc Data last updated: 08/2019,n/a,n/a,n/a,n/a,n/a,n/a,32.892,43.962,55.506,69.975,89.1,100,116.1,121.9,125,131.5,134.2,141.3,147.7,156.8,168.1,170,180.4,202.217,258.118,334.685,465.653,525.359,596.303,643.402,777.249,925.125,"1,043.85","1,153.96","1,257.44","1,349.53","1,466.96","1,607.00","1,766.77","1,918.72","2,074.13","2,240.06","2,417.03","2,605.56","2,808.79",2018
Guinea,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.654,26.259,26.068,27.331,12.233,16.1,4.996,2.543,5.2,2.053,5.291,4.529,6.161,7.207,1.13,6.118,12.094,27.644,29.663,39.132,12.822,13.504,7.899,20.803,19.026,12.833,10.548,8.968,7.324,8.701,9.546,9.942,8.6,8.1,8,7.9,7.8,7.8,2018
Guinea,Current account balance,U.S. dollars,Billions,"Source: Central Bank. And Ministry of Planning Latest actual data: 2018 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Guinean franc Data last updated: 08/2019",0.054,-0.073,-0.085,-0.003,-0.006,-0.041,-0.124,-0.038,-0.222,-0.18,-0.266,-0.22,-0.237,-0.198,-0.24,-0.272,-0.33,-0.24,-0.32,-0.256,-0.123,0.012,--,-0.002,-0.092,-0.038,-0.131,-0.461,-0.46,-0.381,-0.439,-1.108,-1.456,-1.049,-1.13,-1.138,-2.745,-0.732,-2.231,-2.768,-2.548,-2.125,-2.132,-1.991,-1.978,2018
Guinea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",2.248,-3.086,-3.651,-0.12,-0.264,-1.642,-4.631,-1.347,-6.678,-5.311,-7.16,-5.242,-5.196,-4.349,-5.105,-5.297,-6.216,-4.61,-6.395,-5.326,-3.045,0.326,-0.008,-0.049,-1.816,-0.833,-3.133,-7.306,-6.603,-5.645,-6.394,-18.361,-19.937,-12.522,-12.86,-12.949,-31.905,-7.105,-18.438,-20.709,-17.696,-13.649,-12.759,-11.134,-10.331,2018
Guinea-Bissau,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",77.779,117.459,146.027,190.28,138.816,194.867,145.235,98.561,86.134,103.768,99.23,130.893,124.73,99.585,103.862,187.809,173.8,174.667,191.395,187.866,190.244,196.903,200.523,190.793,183.215,187.986,178.317,181.26,199.982,193.59,197.035,220.085,214.106,208.453,204.362,226.734,238.09,247.565,235.528,226.459,227.355,227.268,228.179,228.936,229.668,2018
